field_id,camera_id,location_id,phyiscal_field_id,image_id,image_taken_utc,company_name,field_friendly_name,field_species,field_nbr_of_plants,field_crop,field_cultivation_type,field_orientation,field_running_meter,field_plant_date_time_utc,field_destroy_date_time_utc,camera_friendly_name,camera_orientation,camera_nbr_of_plants,url_to_picture,location_description,location_row_nbr,image_annotated,image_quality_type,image_quality_descr,image_visible_gutterwidth,image_default_gutterwidth,corporation_name,date,year,week,hour,number_of_plants_on_image
727F578A-EA3C-4D45-BEBE-756041CE281A,8649F65F-BCE3-4F94-A25A-922BD06EFCE5,CE2D62D8-255D-4852-B78A-3709E3B6C917,E3E385A8-7367-4D22-9A24-6671FA2C380B,3068E77A-09BD-490F-BF35-FC2D7E596726,2019-05-11 11:48:36,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2018-08-15,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/3068E77A-09BD-490F-BF35-FC2D7E596726,Afdeling 4,,False,0,None,,,BerryWorld,2019-05-11,2019,19,11,3.0
63986DF2-5585-496D-A435-C853E6525343,FC902C8A-59A8-4864-91EA-5C3F77B14BE1,6EFF44A8-24F4-4BAB-81F6-1E21EE4A5FD4,E3E385A8-7367-4D22-9A24-6671FA2C380B,B51B0DDA-47C8-4964-8E2F-BC1C86D8BDD9,2020-03-24 10:10:53,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2019-08-14,2020-06-10,,,3,https://api.yieldcomputer.com/api/images/download/B51B0DDA-47C8-4964-8E2F-BC1C86D8BDD9,Afdeling 4,,True,0,None,,,BerryWorld,2020-03-24,2020,13,10,3.0
63986DF2-5585-496D-A435-C853E6525343,FC902C8A-59A8-4864-91EA-5C3F77B14BE1,6EFF44A8-24F4-4BAB-81F6-1E21EE4A5FD4,E3E385A8-7367-4D22-9A24-6671FA2C380B,93A76CEA-71A3-46B7-A523-1B9FE16A4F17,2019-10-06 12:00:58,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2019-08-14,2020-06-10,,,3,https://api.yieldcomputer.com/api/images/download/93A76CEA-71A3-46B7-A523-1B9FE16A4F17,Afdeling 4,,False,0,None,,,BerryWorld,2019-10-06,2019,40,12,3.0
727F578A-EA3C-4D45-BEBE-756041CE281A,88DD91B2-3791-474E-BFD6-D024443CBB78,CD85CB9E-B02E-4BF4-BA1E-08DC06B12B3C,E3E385A8-7367-4D22-9A24-6671FA2C380B,1020A81E-4802-45DF-B270-700A42DC6492,2019-05-12 12:41:20,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2018-08-15,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/1020A81E-4802-45DF-B270-700A42DC6492,Afdeling 5,,False,0,None,,,BerryWorld,2019-05-12,2019,19,12,3.0
BBE47B56-535D-4B17-A0C8-42DE414B6FD3,72E661EF-76EA-4C52-A0E5-AAFCA8D0A96D,34203C88-3B88-46E5-81C8-1E18554D0A0C,E3E385A8-7367-4D22-9A24-6671FA2C380B,6BD858DD-C6C3-4DE6-9631-4539982BD0F9,2021-11-25 10:36:06,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299968.0,Strawberry,Glasshouse,60.0,28208.0,2021-08-14,2022-06-26,SCC-V2-03,350.0,6,https://api.yieldcomputer.com/api/images/download/6BD858DD-C6C3-4DE6-9631-4539982BD0F9,rownr: 299 links,299,False,2,Bad focus,,,BerryWorld,2021-11-25,2021,47,10,6.0
63986DF2-5585-496D-A435-C853E6525343,BB1B71C5-095F-4E2B-9FEE-0C1C1C7D4A89,19DA01CB-936A-4293-BF46-8AEF54BBB1A7,E3E385A8-7367-4D22-9A24-6671FA2C380B,40E267BA-93F5-45CD-86A0-63D99F1746BF,2020-04-10 11:50:56,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2019-08-14,2020-06-10,,,3,https://api.yieldcomputer.com/api/images/download/40E267BA-93F5-45CD-86A0-63D99F1746BF,Afdeling 6,,False,0,None,,,BerryWorld,2020-04-10,2020,15,11,3.0
AEB00780-9D6D-4492-B52B-56596BF70562,4F9E2917-0328-4C3F-A6CA-0C1FCFF76CB5,9E72B0A8-3726-4DFE-9A10-08F27E1EF83D,E3E385A8-7367-4D22-9A24-6671FA2C380B,85D63DD4-48FE-466C-945A-A387E60CD56D,2020-09-18 10:34:19,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299968.0,strawberry,Glasshouse,63.0,28380.0,2020-08-14,2021-06-30,SCC-PROTO-01,,6,https://api.yieldcomputer.com/api/images/download/85D63DD4-48FE-466C-945A-A387E60CD56D,Afdeling 4 - SCC1 - oude POC,159,True,0,None,,,BerryWorld,2020-09-18,2020,38,10,6.0
63986DF2-5585-496D-A435-C853E6525343,1A979BF9-59E2-4C57-ABDD-A903AB7AE28F,6EFF44A8-24F4-4BAB-81F6-1E21EE4A5FD4,E3E385A8-7367-4D22-9A24-6671FA2C380B,7F3E52F9-9B83-4FA2-ADD3-38518BC28A04,2020-03-27 18:35:42,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2019-08-14,2020-06-10,,,3,https://api.yieldcomputer.com/api/images/download/7F3E52F9-9B83-4FA2-ADD3-38518BC28A04,Afdeling 4,,False,0,None,,,BerryWorld,2020-03-27,2020,13,18,3.0
727F578A-EA3C-4D45-BEBE-756041CE281A,8649F65F-BCE3-4F94-A25A-922BD06EFCE5,CE2D62D8-255D-4852-B78A-3709E3B6C917,E3E385A8-7367-4D22-9A24-6671FA2C380B,ABFF1223-E9EE-402E-8C24-739C270F4AFF,2019-05-04 03:48:47,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2018-08-15,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/ABFF1223-E9EE-402E-8C24-739C270F4AFF,Afdeling 4,,False,0,None,,,BerryWorld,2019-05-04,2019,18,3,3.0
BBE47B56-535D-4B17-A0C8-42DE414B6FD3,FEB9DD52-3365-492B-B898-18D9A6C83CCD,2B74CD71-AE08-4BC3-A1FE-54DA41BC8F14,E3E385A8-7367-4D22-9A24-6671FA2C380B,3080F6F8-8CEA-448A-BE81-EB94F34F27DF,2022-03-19 15:18:07,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299968.0,Strawberry,Glasshouse,60.0,28208.0,2021-08-14,2022-06-26,SCC-V2-07,330.0,6,https://api.yieldcomputer.com/api/images/download/3080F6F8-8CEA-448A-BE81-EB94F34F27DF,rownr:  159 Rechts,159,False,2,Bad focus,,,BerryWorld,2022-03-19,2022,11,15,6.0
727F578A-EA3C-4D45-BEBE-756041CE281A,3AF47507-FC6B-4E61-A67A-AD66EB6EE36C,CD85CB9E-B02E-4BF4-BA1E-08DC06B12B3C,E3E385A8-7367-4D22-9A24-6671FA2C380B,3461F25C-C37E-485A-84D1-50E7B439631C,2019-05-21 11:41:10,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2018-08-15,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/3461F25C-C37E-485A-84D1-50E7B439631C,Afdeling 5,,True,0,None,,,BerryWorld,2019-05-21,2019,21,11,3.0
727F578A-EA3C-4D45-BEBE-756041CE281A,D6D44F30-1CB4-4FF2-9C3A-9DC5EC445FE5,3274B50F-725E-427B-A61F-DB1777D7CB6E,E3E385A8-7367-4D22-9A24-6671FA2C380B,2F301B51-284E-47F9-93D1-C334EFCBA2E4,2019-05-22 13:30:00,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2018-08-15,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/2F301B51-284E-47F9-93D1-C334EFCBA2E4,Afdeling 6,,False,0,None,,,BerryWorld,2019-05-22,2019,21,13,3.0
AEB00780-9D6D-4492-B52B-56596BF70562,597B809C-4CDC-4318-B6C6-8E123A15082C,C1E0D60A-4B4C-4291-912F-8E2D3DDA70AD,E3E385A8-7367-4D22-9A24-6671FA2C380B,AB57EDE9-055E-4D44-B819-ACC62C9834F7,2021-05-02 20:42:43,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299968.0,strawberry,Glasshouse,63.0,28380.0,2020-08-14,2021-06-30,SCC-V2-30,,6,https://api.yieldcomputer.com/api/images/download/AB57EDE9-055E-4D44-B819-ACC62C9834F7,afdeling 4 - A,97A,False,3,Dark,,,BerryWorld,2021-05-02,2021,17,20,6.0
BBE47B56-535D-4B17-A0C8-42DE414B6FD3,287DB685-A759-47F2-B72D-D253E3961237,A426C7D2-A23C-49E9-987C-B6AFA6D837AA,E3E385A8-7367-4D22-9A24-6671FA2C380B,9D22C61D-3CBC-4046-98F4-351DD42019EE,2022-02-28 08:01:34,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299968.0,Strawberry,Glasshouse,60.0,28208.0,2021-08-14,2022-06-26,SCC-V2-05,150.0,6,https://api.yieldcomputer.com/api/images/download/9D22C61D-3CBC-4046-98F4-351DD42019EE,rownr:96 rechts,96,False,7,Wrong scene,,,BerryWorld,2022-02-28,2022,9,8,6.0
63986DF2-5585-496D-A435-C853E6525343,BB1B71C5-095F-4E2B-9FEE-0C1C1C7D4A89,19DA01CB-936A-4293-BF46-8AEF54BBB1A7,E3E385A8-7367-4D22-9A24-6671FA2C380B,E0DEC549-94AF-4052-97A4-CC43933F1A0E,2019-09-07 09:57:37,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2019-08-14,2020-06-10,,,3,https://api.yieldcomputer.com/api/images/download/E0DEC549-94AF-4052-97A4-CC43933F1A0E,Afdeling 6,,False,0,None,,,BerryWorld,2019-09-07,2019,36,9,3.0
BBE47B56-535D-4B17-A0C8-42DE414B6FD3,9B1E7F8A-C7CE-4313-873C-C3470BCA8FDF,34203C88-3B88-46E5-81C8-1E18554D0A0C,E3E385A8-7367-4D22-9A24-6671FA2C380B,E4723F25-2043-4132-B144-B8EF3EBEF356,2022-05-14 14:19:36,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299968.0,Strawberry,Glasshouse,60.0,28208.0,2021-08-14,2022-06-26,SCC-V2-03,150.0,6,https://api.yieldcomputer.com/api/images/download/E4723F25-2043-4132-B144-B8EF3EBEF356,rownr: 299 links,299,False,5,Obstructed,,,BerryWorld,2022-05-14,2022,19,14,6.0
63986DF2-5585-496D-A435-C853E6525343,FC902C8A-59A8-4864-91EA-5C3F77B14BE1,6EFF44A8-24F4-4BAB-81F6-1E21EE4A5FD4,E3E385A8-7367-4D22-9A24-6671FA2C380B,9560FC0C-5A85-43F4-8905-BCE8FBB50329,2019-10-10 16:00:58,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2019-08-14,2020-06-10,,,3,https://api.yieldcomputer.com/api/images/download/9560FC0C-5A85-43F4-8905-BCE8FBB50329,Afdeling 4,,False,0,None,,,BerryWorld,2019-10-10,2019,41,16,3.0
727F578A-EA3C-4D45-BEBE-756041CE281A,B565D830-EA18-47AB-A441-E93AF194CA4F,CE2D62D8-255D-4852-B78A-3709E3B6C917,E3E385A8-7367-4D22-9A24-6671FA2C380B,82FA4357-32AD-4C18-96F2-5CA55A74CC98,2019-05-16 12:24:55,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2018-08-15,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/82FA4357-32AD-4C18-96F2-5CA55A74CC98,Afdeling 4,,False,0,None,,,BerryWorld,2019-05-16,2019,20,12,3.0
63986DF2-5585-496D-A435-C853E6525343,1A979BF9-59E2-4C57-ABDD-A903AB7AE28F,6EFF44A8-24F4-4BAB-81F6-1E21EE4A5FD4,E3E385A8-7367-4D22-9A24-6671FA2C380B,FE401F99-814C-4E18-9D9E-84752FBA8B99,2020-04-18 16:00:06,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2019-08-14,2020-06-10,,,3,https://api.yieldcomputer.com/api/images/download/FE401F99-814C-4E18-9D9E-84752FBA8B99,Afdeling 4,,True,0,None,,,BerryWorld,2020-04-18,2020,16,16,3.0
63986DF2-5585-496D-A435-C853E6525343,FC902C8A-59A8-4864-91EA-5C3F77B14BE1,6EFF44A8-24F4-4BAB-81F6-1E21EE4A5FD4,E3E385A8-7367-4D22-9A24-6671FA2C380B,ABEC6220-0B99-4DEF-A492-080CC17F2A9D,2019-10-04 08:00:59,Kwekerij Vermeulen,Kas Made nieuwe gedeelte,Elsanta,299250.0,strawberry,Glasshouse,63.0,,2019-08-14,2020-06-10,,,3,https://api.yieldcomputer.com/api/images/download/ABEC6220-0B99-4DEF-A492-080CC17F2A9D,Afdeling 4,,False,0,None,,,BerryWorld,2019-10-04,2019,40,8,3.0
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,52391958-585E-4DD0-BBBD-9DF81C218773,F51B14A7-B5BD-468B-A95F-E53BC0FCF93D,BBE4F4FF-02BA-4D9C-893D-323231BB253D,46F39BD8-1A17-49AB-B197-4FE296A090CB,2022-06-29 08:35:52,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-62,90.0,10,https://api.yieldcomputer.com/api/images/download/46F39BD8-1A17-49AB-B197-4FE296A090CB,Experiment ,Pad 8289,True,1,Good,,180.0,BerryWorld,2022-06-29,2022,26,8,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,0F12491C-F7A6-447B-AC2F-17A86F6B94DB,5B3ABBF8-9BDE-4C4E-9EEB-9951F11A0FE2,BBE4F4FF-02BA-4D9C-893D-323231BB253D,F50E331D-2871-4F38-87F5-586C64F15E28,2022-06-24 09:35:23,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-82,180.0,9,https://api.yieldcomputer.com/api/images/download/F50E331D-2871-4F38-87F5-586C64F15E28,Experiment ,Pad 8290,True,1,Good,,165.0,BerryWorld,2022-06-24,2022,25,9,9.900000000000002
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,3B0A972E-5E53-4009-9909-65CDE196DF8D,5A164506-D504-40D9-A321-EA3BD8AF1F7C,BBE4F4FF-02BA-4D9C-893D-323231BB253D,93068597-5B1D-4436-B76F-4C5F68CAF5C9,2022-06-05 16:42:36,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-23,180.0,9,https://api.yieldcomputer.com/api/images/download/93068597-5B1D-4436-B76F-4C5F68CAF5C9,Experiment ,Pad 8290,True,1,Good,,180.0,BerryWorld,2022-06-05,2022,22,16,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,3B0A972E-5E53-4009-9909-65CDE196DF8D,5A164506-D504-40D9-A321-EA3BD8AF1F7C,BBE4F4FF-02BA-4D9C-893D-323231BB253D,AF904481-E494-4A3D-99C2-F59C5EDF113D,2022-06-13 15:26:42,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-23,180.0,9,https://api.yieldcomputer.com/api/images/download/AF904481-E494-4A3D-99C2-F59C5EDF113D,Experiment ,Pad 8290,True,1,Good,,180.0,BerryWorld,2022-06-13,2022,24,15,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,0F12491C-F7A6-447B-AC2F-17A86F6B94DB,5B3ABBF8-9BDE-4C4E-9EEB-9951F11A0FE2,BBE4F4FF-02BA-4D9C-893D-323231BB253D,119F89B6-F2B5-4EC8-9D5C-AB097057327F,2022-06-10 18:24:04,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-82,180.0,9,https://api.yieldcomputer.com/api/images/download/119F89B6-F2B5-4EC8-9D5C-AB097057327F,Experiment ,Pad 8290,True,1,Good,,165.0,BerryWorld,2022-06-10,2022,23,18,9.900000000000002
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,52391958-585E-4DD0-BBBD-9DF81C218773,F51B14A7-B5BD-468B-A95F-E53BC0FCF93D,BBE4F4FF-02BA-4D9C-893D-323231BB253D,29F5F482-E7DD-4F1C-B20E-689D885DCAFB,2022-07-01 16:01:35,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-62,90.0,10,https://api.yieldcomputer.com/api/images/download/29F5F482-E7DD-4F1C-B20E-689D885DCAFB,Experiment ,Pad 8289,True,1,Good,,180.0,BerryWorld,2022-07-01,2022,26,16,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,3B0A972E-5E53-4009-9909-65CDE196DF8D,5A164506-D504-40D9-A321-EA3BD8AF1F7C,BBE4F4FF-02BA-4D9C-893D-323231BB253D,E20A9B02-7597-42EA-99B0-FCB8DACF84B3,2022-07-01 07:23:14,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-23,180.0,9,https://api.yieldcomputer.com/api/images/download/E20A9B02-7597-42EA-99B0-FCB8DACF84B3,Experiment ,Pad 8290,True,1,Good,,180.0,BerryWorld,2022-07-01,2022,26,7,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,0F12491C-F7A6-447B-AC2F-17A86F6B94DB,5B3ABBF8-9BDE-4C4E-9EEB-9951F11A0FE2,BBE4F4FF-02BA-4D9C-893D-323231BB253D,25612918-DCDE-4BD4-9F01-8911152F4590,2022-06-10 19:35:15,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-82,180.0,9,https://api.yieldcomputer.com/api/images/download/25612918-DCDE-4BD4-9F01-8911152F4590,Experiment ,Pad 8290,True,1,Good,,165.0,BerryWorld,2022-06-10,2022,23,19,9.900000000000002
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,3B0A972E-5E53-4009-9909-65CDE196DF8D,5A164506-D504-40D9-A321-EA3BD8AF1F7C,BBE4F4FF-02BA-4D9C-893D-323231BB253D,82F9FEB4-7F3E-43ED-82BE-19B00CB326E2,2022-06-08 12:46:18,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-23,180.0,9,https://api.yieldcomputer.com/api/images/download/82F9FEB4-7F3E-43ED-82BE-19B00CB326E2,Experiment ,Pad 8290,True,1,Good,,180.0,BerryWorld,2022-06-08,2022,23,12,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,0F12491C-F7A6-447B-AC2F-17A86F6B94DB,5B3ABBF8-9BDE-4C4E-9EEB-9951F11A0FE2,BBE4F4FF-02BA-4D9C-893D-323231BB253D,C2EB7542-0D1F-44D7-90EF-92A1B07AC54A,2022-06-30 18:03:24,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-82,180.0,9,https://api.yieldcomputer.com/api/images/download/C2EB7542-0D1F-44D7-90EF-92A1B07AC54A,Experiment ,Pad 8290,True,1,Good,,165.0,BerryWorld,2022-06-30,2022,26,18,9.900000000000002
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,1D2AD94B-4117-4651-BD79-FB1452A8A1D9,131FAF15-17D9-4C12-BCD4-57B67271F8A4,BBE4F4FF-02BA-4D9C-893D-323231BB253D,F7498DA2-4C6D-45CD-AE33-0A4DE9F9A265,2022-06-18 14:28:37,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-01,180.0,10,https://api.yieldcomputer.com/api/images/download/F7498DA2-4C6D-45CD-AE33-0A4DE9F9A265,Experiment ,Pad 8289,True,1,Good,,160.0,BerryWorld,2022-06-18,2022,24,14,9.6
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,3B0A972E-5E53-4009-9909-65CDE196DF8D,5A164506-D504-40D9-A321-EA3BD8AF1F7C,BBE4F4FF-02BA-4D9C-893D-323231BB253D,B7862898-1B8B-4621-B540-43892AF7DCEE,2022-06-30 12:55:07,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-23,180.0,9,https://api.yieldcomputer.com/api/images/download/B7862898-1B8B-4621-B540-43892AF7DCEE,Experiment ,Pad 8290,True,1,Good,,180.0,BerryWorld,2022-06-30,2022,26,12,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,3B0A972E-5E53-4009-9909-65CDE196DF8D,5A164506-D504-40D9-A321-EA3BD8AF1F7C,BBE4F4FF-02BA-4D9C-893D-323231BB253D,20AD33AF-0ADD-4692-B5DD-654E554328DB,2022-06-29 06:02:31,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-23,180.0,9,https://api.yieldcomputer.com/api/images/download/20AD33AF-0ADD-4692-B5DD-654E554328DB,Experiment ,Pad 8290,True,1,Good,,180.0,BerryWorld,2022-06-29,2022,26,6,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,0F12491C-F7A6-447B-AC2F-17A86F6B94DB,5B3ABBF8-9BDE-4C4E-9EEB-9951F11A0FE2,BBE4F4FF-02BA-4D9C-893D-323231BB253D,AA2F3185-E4DE-4249-9C74-110E8B0C78D0,2022-06-28 11:35:19,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-82,180.0,9,https://api.yieldcomputer.com/api/images/download/AA2F3185-E4DE-4249-9C74-110E8B0C78D0,Experiment ,Pad 8290,True,1,Good,,165.0,BerryWorld,2022-06-28,2022,26,11,9.900000000000002
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,3B0A972E-5E53-4009-9909-65CDE196DF8D,5A164506-D504-40D9-A321-EA3BD8AF1F7C,BBE4F4FF-02BA-4D9C-893D-323231BB253D,A544C477-B58F-4D44-98A2-26AFBC1B7BC8,2022-05-24 13:01:48,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-23,180.0,9,https://api.yieldcomputer.com/api/images/download/A544C477-B58F-4D44-98A2-26AFBC1B7BC8,Experiment ,Pad 8290,True,1,Good,,180.0,BerryWorld,2022-05-24,2022,21,13,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,52391958-585E-4DD0-BBBD-9DF81C218773,F51B14A7-B5BD-468B-A95F-E53BC0FCF93D,BBE4F4FF-02BA-4D9C-893D-323231BB253D,1CD66D3D-1FF0-48C3-AECD-67040A30F002,2022-07-02 10:28:28,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-62,90.0,10,https://api.yieldcomputer.com/api/images/download/1CD66D3D-1FF0-48C3-AECD-67040A30F002,Experiment ,Pad 8289,True,1,Good,,180.0,BerryWorld,2022-07-02,2022,26,10,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,3B0A972E-5E53-4009-9909-65CDE196DF8D,5A164506-D504-40D9-A321-EA3BD8AF1F7C,BBE4F4FF-02BA-4D9C-893D-323231BB253D,E38A0758-99BD-4B10-A23F-742E8A397D69,2022-06-10 06:17:25,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-23,180.0,9,https://api.yieldcomputer.com/api/images/download/E38A0758-99BD-4B10-A23F-742E8A397D69,Experiment ,Pad 8290,True,1,Good,,180.0,BerryWorld,2022-06-10,2022,23,6,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,0F12491C-F7A6-447B-AC2F-17A86F6B94DB,5B3ABBF8-9BDE-4C4E-9EEB-9951F11A0FE2,BBE4F4FF-02BA-4D9C-893D-323231BB253D,FE6031E8-F329-4AC0-BDF0-F97C72423D11,2022-06-09 17:43:14,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-82,180.0,9,https://api.yieldcomputer.com/api/images/download/FE6031E8-F329-4AC0-BDF0-F97C72423D11,Experiment ,Pad 8290,True,1,Good,,165.0,BerryWorld,2022-06-09,2022,23,17,9.900000000000002
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,52391958-585E-4DD0-BBBD-9DF81C218773,F51B14A7-B5BD-468B-A95F-E53BC0FCF93D,BBE4F4FF-02BA-4D9C-893D-323231BB253D,59DDDE31-8A5F-4D14-BFDC-C934EB5844DD,2022-06-26 19:00:46,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-62,90.0,10,https://api.yieldcomputer.com/api/images/download/59DDDE31-8A5F-4D14-BFDC-C934EB5844DD,Experiment ,Pad 8289,True,1,Good,,180.0,BerryWorld,2022-06-26,2022,25,19,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,52391958-585E-4DD0-BBBD-9DF81C218773,F51B14A7-B5BD-468B-A95F-E53BC0FCF93D,BBE4F4FF-02BA-4D9C-893D-323231BB253D,564856DC-9310-4212-BEC2-C8B99878153C,2022-06-18 09:48:45,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-62,90.0,10,https://api.yieldcomputer.com/api/images/download/564856DC-9310-4212-BEC2-C8B99878153C,Experiment ,Pad 8289,True,1,Good,,180.0,BerryWorld,2022-06-18,2022,24,9,10.8
12BCC530-E0E0-428A-B53C-1E5B14DBCCD0,3B0A972E-5E53-4009-9909-65CDE196DF8D,5A164506-D504-40D9-A321-EA3BD8AF1F7C,BBE4F4FF-02BA-4D9C-893D-323231BB253D,776CF794-A06A-4709-91A9-439A20BC262F,2022-06-27 17:03:34,De Ruwenberg B.V,35 Stelling Kiwi,Elsanta,336864.0,Strawberry,Microtunnel,270.0,28072.0,2022-03-01,2022-08-13,SCC-V2-23,180.0,9,https://api.yieldcomputer.com/api/images/download/776CF794-A06A-4709-91A9-439A20BC262F,Experiment ,Pad 8290,True,1,Good,,180.0,BerryWorld,2022-06-27,2022,26,17,10.8
